full_title,url_stub,issn,product_id,change_history
Journal of Chiropractic Medicine,journal-of-chiropractic-medicine,15563707,14034,
Journal de Chirurgie Viscérale,journal-de-chirurgie-viscerale,1878786X,15560,Formerly known as Journal de Chirurgie
Journal of Choice Modelling,journal-of-choice-modelling,17555345,18020,
Journal of Chromatography A,journal-of-chromatography-a,219673,5158,Incorporating Chromatographic Reviews
Journal of Chromatography B,journal-of-chromatography-b,15700232,5159,Formerly known as Journal of Chromatography B: Biomedical Sciences and Applications
Journal of Cleaner Production,journal-of-cleaner-production,9596526,3052,
Journal of Clinical Anesthesia,journal-of-clinical-anesthesia,9528180,7690,
Journal of Clinical Densitometry,journal-of-clinical-densitometry,10946950,14031,
Journal of Clinical Epidemiology,journal-of-clinical-epidemiology,8954356,7518,Formerly known as Journal of Chronic Diseases
Journal of Clinical and Experimental Hepatology,journal-of-clinical-and-experimental-hepatology,9736883,8758,
Journal of Clinical Lipidology,journal-of-clinical-lipidology,19332874,13425,
Journal of Clinical Neuroscience,journal-of-clinical-neuroscience,9675868,12716,
Journal of Clinical Orthopaedics and Trauma,journal-of-clinical-orthopaedics-and-trauma,9765662,8738,
Journal of Clinical & Translational Endocrinology,journal-of-clinical-and-translational-endocrinology,22146237,13468,
Journal of Clinical and Translational Endocrinology: Case Reports,journal-of-clinical-and-translational-endocrinology-case-reports,22146245,18744,
Journal of Clinical Tuberculosis and Other Mycobacterial Diseases,journal-of-clinical-tuberculosis-and-other-mycobacterial-diseases,24055794,18180,
Journal of Clinical Virology,journal-of-clinical-virology,13866532,5021,Formerly known as Clinical and Diagnostic Virology
Journal of CO2 Utilization,journal-of-co2-utilization,22129820,12775,
Journal of Colloid and Interface Science,journal-of-colloid-and-interface-science,219797,12056,Formerly known as Journal of Colloid Science
Journal of Coloproctology,journal-of-coloproctology,22379363,15990,
"Journal of Combinatorial Theory, Series A",journal-of-combinatorial-theory-series-a,973165,12060,Formerly part of Journal of Combinatorial Theory
"Journal of Combinatorial Theory, Series B",journal-of-combinatorial-theory-series-b,958956,12061,Formerly part of Journal of Combinatorial Theory
Journal of Commodity Markets,journal-of-commodity-markets,24058513,18196,
Journal of Communication Disorders,journal-of-communication-disorders,219924,7693,
Journal of Comparative Economics,journal-of-comparative-economics,1475967,12055,
Journal of Comparative Pathology,journal-of-comparative-pathology,219975,12612,Formerly known as Journal of Comparative Pathology and Therapeutics
Journal of Complexity,journal-of-complexity,0885064X,12057,
Journal of Computational and Applied Mathematics,journal-of-computational-and-applied-mathematics,3770427,5288,
Journal of Computational Design and Engineering,journal-of-computational-design-and-engineering,22884300,18134,
Journal of Computational Physics,journal-of-computational-physics,219991,12058,
Journal of Computational Physics: X,journal-of-computational-physics-x,25900552,18941,
Journal of Computational Science,journal-of-computational-science,18777503,8700,
Journal of Computer Languages,journal-of-computer-languages,25901184,12682,Formerly known as Journal of Visual Languages & Computing
Journal of Computer and System Sciences,journal-of-computer-and-system-sciences,220000,12059,
Journal of Constructional Steel Research,journal-of-constructional-steel-research,0143974X,2032,
Journal of Contaminant Hydrology,journal-of-contaminant-hydrology,1697722,5342,
Journal of Contemporary Accounting & Economics,journal-of-contemporary-accounting-and-economics,18155669,5627,
Journal of Contextual Behavioral Science,journal-of-contextual-behavioral-science,22121447,14113,
Journal of Controlled Release,journal-of-controlled-release,1683659,5054,
Journal of Co-operative Organization and Management,journal-of-co-operative-organization-and-management,2213297X,10136,
Journal of Corporate Finance,journal-of-corporate-finance,9291199,5387,
Journal of Cranio-Maxillofacial Surgery,journal-of-cranio-maxillofacial-surgery,10105182,12735,Formerly known as Journal of Maxillofacial Surgery
Journal of Criminal Justice,journal-of-criminal-justice,472352,366,
Journal of Critical Care,journal-of-critical-care,8839441,13066,"Incorporating Seminars in Anesthesia, Perioperative Medicine and Pain"
Journal of Crystal Growth,journal-of-crystal-growth,220248,5200,
Journal of Cultural Heritage,journal-of-cultural-heritage,12962074,9069,
Journal of Current Ophthalmology,journal-of-current-ophthalmology,24522325,18218,
Journal of Cystic Fibrosis,journal-of-cystic-fibrosis,15691993,5437,
Journal of Dairy Science,journal-of-dairy-science,220302,13453,
Journal of Dental Sciences,journal-of-dental-sciences,19917902,8674,
Journal of Dentistry,journal-of-dentistry,3005712,3053,
Journal of Dentistry: X,journal-of-dentistry-x,25897004,18462,
Journal of Dermatological Science,journal-of-dermatological-science,9231811,8032,
Journal of Destination Marketing & Management,journal-of-destination-marketing-and-management,2212571X,8806,
Journal of Development Economics,journal-of-development-economics,3043878,5388,
Journal of Diabetes and its Complications,journal-of-diabetes-and-its-complications,10568727,7697,Formerly known as Journal of Diabetic Complications
Journal of Differential Equations,journal-of-differential-equations,220396,12062,
Journal d'imagerie diagnostique et interventionnelle,journal-dimagerie-diagnostique-et-interventionnelle,25433431,16454,Incorporating Journal de Radiologie Diagnostique et Interventionnelle
Journal of Drug Delivery Science and Technology,journal-of-drug-delivery-science-and-technology,17732247,18097,
Journal of Econometrics,journal-of-econometrics,3044076,6013,
The Journal of Economic Asymmetries,the-journal-of-economic-asymmetries,17034949,10157,
Journal of Economic Behavior & Organization,journal-of-economic-behavior-and-organization,1672681,5389,
Journal of Economic Dynamics and Control,journal-of-economic-dynamics-and-control,1651889,5390,
Journal of Economic Psychology,journal-of-economic-psychology,1674870,5289,
Journal of Economic Theory,journal-of-economic-theory,220531,12066,
The Journal of the Economics of Ageing,the-journal-of-the-economics-of-ageing,2212828X,8816,
Journal of Economics and Business,journal-of-economics-and-business,1486195,7699,
Journal of Electroanalytical Chemistry,journal-of-electroanalytical-chemistry,15726657,6014,Formerly known as Journal of Electroanalytical Chemistry and Interfacial Electrochemistry
Journal of Electrocardiology,journal-of-electrocardiology,220736,13270,
Journal of Electromyography and Kinesiology,journal-of-electromyography-and-kinesiology,10506411,3054,
Journal of Electron Spectroscopy and Related Phenomena,journal-of-electron-spectroscopy-and-related-phenomena,3682048,5161,
Journal of Electrostatics,journal-of-electrostatics,3043886,5290,
The Journal of Emergency Medicine,the-journal-of-emergency-medicine,7364679,7535,
Journal of Emergency Nursing,journal-of-emergency-nursing,991767,13165,
Journal of Empirical Finance,journal-of-empirical-finance,9275398,5391,
Journal of Endodontics,journal-of-endodontics,992399,14027,
Journal of Energy Chemistry,journal-of-energy-chemistry,20954956,6064,Formerly known as Journal of Natural Gas Chemistry
Journal of the Energy Institute,journal-of-the-energy-institute,17439671,17053,
Journal of Energy Storage,journal-of-energy-storage,2352152X,18072,
Journal of Engineering and Technology Management,journal-of-engineering-and-technology-management,9234748,5392,Formerly known as Engineering Management International
Journal of English for Academic Purposes,journal-of-english-for-academic-purposes,14751585,3015,
Journal of Environmental Chemical Engineering,journal-of-environmental-chemical-engineering,22133437,10140,
Journal of Environmental Economics and Management,journal-of-environmental-economics-and-management,950696,12064,
Journal of Environmental Management,journal-of-environmental-management,3014797,12642,Incorporating Advances in Environmental Research
Journal of Environmental Psychology,journal-of-environmental-psychology,2724944,12640,
Journal of Environmental Radioactivity,journal-of-environmental-radioactivity,0265931X,2034,
Journal of Environmental Sciences,journal-of-environmental-sciences,10010742,8576,
Journal of Equine Veterinary Science,journal-of-equine-veterinary-science,7370806,13335,
Journal of Ethnopharmacology,journal-of-ethnopharmacology,3788741,8033,
Journal of EuCornea,journal-of-eucornea,24524034,18874,
Journal of the European Ceramic Society,journal-of-the-european-ceramic-society,9552219,2036,Formerly known as International Journal of High Technology Ceramics
Journal Européen des Urgences et de Réanimation,journal-europeen-des-urgences-et-de-reanimation,22114238,15567,Formerly known as Journal Européen des Urgences
Journal of Evidence Based Dental Practice,journal-of-evidence-based-dental-practice,15323382,13023,
Journal of Exercise Science & Fitness,journal-of-exercise-science-and-fitness,1728869X,8698,
Journal of Exotic Pet Medicine,journal-of-exotic-pet-medicine,15575063,13003,Formerly known as Seminars in Avian and Exotic Pet Medicine
Journal of Experimental Child Psychology,journal-of-experimental-child-psychology,220965,12063,
Journal of Experimental Marine Biology and Ecology,journal-of-experimental-marine-biology-and-ecology,220981,5112,
Journal of Experimental Social Psychology,journal-of-experimental-social-psychology,221031,12065,
Journal of Family Business Strategy,journal-of-family-business-strategy,18778585,5629,
The Journal of Finance and Data Science,the-journal-of-finance-and-data-science,24059188,18234,
Journal of Financial Economics,journal-of-financial-economics,0304405X,6015,
Journal of Financial Intermediation,journal-of-financial-intermediation,10429573,12069,
Journal of Financial Markets,journal-of-financial-markets,13864181,5456,
Journal of Financial Stability,journal-of-financial-stability,15723089,5540,
Journal of Fluency Disorders,journal-of-fluency-disorders,0094730X,7705,
Journal of Fluids and Structures,journal-of-fluids-and-structures,8899746,12662,
Journal of Fluorine Chemistry,journal-of-fluorine-chemistry,221139,6016,
Journal of Food Composition and Analysis,journal-of-food-composition-and-analysis,8891575,12068,
Journal of Food and Drug Analysis,journal-of-food-and-drug-analysis,10219498,17025,
Journal of Food Engineering,journal-of-food-engineering,2608774,2035,
The Journal of Foot and Ankle Surgery,the-journal-of-foot-and-ankle-surgery,10672516,13341,
Journal of Forensic and Legal Medicine,journal-of-forensic-and-legal-medicine,1752928X,12734,Formerly known as Journal of Clinical Forensic Medicine
Journal of Forensic Radiology and Imaging,journal-of-forensic-radiology-and-imaging,22124780,12774,
Journal of the Formosan Medical Association,journal-of-the-formosan-medical-association,9296646,8591,
Journal Français d'Ophtalmologie,journal-francais-dophtalmologie,1815512,15370,
Journal of the Franklin Institute,journal-of-the-franklin-institute,160032,334,
Journal of Fuel Chemistry and Technology,journal-of-fuel-chemistry-and-technology,18725813,3088,
Journal of Functional Analysis,journal-of-functional-analysis,221236,12067,
Journal of Functional Foods,journal-of-functional-foods,17564646,5619,
Journal of Genetics and Genomics,journal-of-genetics-and-genomics,16738527,5600,Formerly known as Acta Genetica Sinica
Journal of Geochemical Exploration,journal-of-geochemical-exploration,3756742,5343,
Journal of Geodynamics,journal-of-geodynamics,2643707,874,
Journal of Geometry and Physics,journal-of-geometry-and-physics,3930440,5201,
Journal of Geriatric Oncology,journal-of-geriatric-oncology,18794068,12772,
Journal of Ginseng Research,journal-of-ginseng-research,12268453,17060,
Journal of Global Antimicrobial Resistance,journal-of-global-antimicrobial-resistance,22137165,10167,
Journal of Great Lakes Research,journal-of-great-lakes-research,3801330,8665,
Journal of Gynecology Obstetrics and Human Reproduction,journal-of-gynecology-obstetrics-and-human-reproduction,24687847,15562,Formerly known as Journal de Gynécologie Obstétrique et Biologie de la Reproduction
The Journal of Hand Surgery,the-journal-of-hand-surgery,3635023,13136,Incorporating Journal of the American Society for Surgery of the Hand
Journal of Hand Surgery Global Online,journal-of-hand-surgery-global-online,25895141,18925,
Journal of Hand Therapy,journal-of-hand-therapy,8941130,14016,
Journal of Hazardous Materials,journal-of-hazardous-materials,3043894,5162,
Journal of Health Economics,journal-of-health-economics,1676296,5393,
Journal of Healthcare Quality Research,journal-of-healthcare-quality-research,26036479,15733,Formerly Known as Revista de Calidad Asistencial
The Journal of Heart and Lung Transplantation,the-journal-of-heart-and-lung-transplantation,10532498,7583,
Journal of Hepatology,journal-of-hepatology,1688278,8145,
Journal of Herbal Medicine,journal-of-herbal-medicine,22108033,10072,
Journal of High Energy Astrophysics,journal-of-high-energy-astrophysics,22144048,18042,
The Journal of High Technology Management Research,the-journal-of-high-technology-management-research,10478310,7423,
Journal of Historical Geography,journal-of-historical-geography,3057488,12647,
Journal of Hospital Infection,journal-of-hospital-infection,1956701,12637,
"Journal of Hospitality, Leisure, Sport & Tourism Education",journal-of-hospitality-leisure-sport-and-tourism-education,14738376,12989,
Journal of Hospitality and Tourism Management,journal-of-hospitality-and-tourism-management,14476770,17004,
Journal of Housing Economics,journal-of-housing-economics,10511377,12070,
Journal of Human Evolution,journal-of-human-evolution,472484,12624,
Journal of Hydro-environment Research,journal-of-hydro-environment-research,15706443,6069,
Journal of Hydrology,journal-of-hydrology,221694,5344,
Journal of Hydrology: Regional Studies,journal-of-hydrology-regional-studies,22145818,8834,
Journal of Hydrology X,journal-of-hydrology-x,25899155,18446,
Journal of Immunological Methods,journal-of-immunological-methods,221759,5055,Incorporating Immunotechnology
Journal of Immunology and Regenerative Medicine,journal-of-immunology-and-regenerative-medicine,24684988,18396,
Journal of Industrial and Engineering Chemistry,journal-of-industrial-and-engineering-chemistry,1226086X,8620,
Journal of Industrial Information Integration,journal-of-industrial-information-integration,2452414X,18297,
Journal of Infection,journal-of-infection,1634453,12631,
Journal of Infection and Chemotherapy,journal-of-infection-and-chemotherapy,1341321X,18048,
Journal of Infection and Public Health,journal-of-infection-and-public-health,18760341,5613,
Journal of Information Security and Applications,journal-of-information-security-and-applications,22142126,2199,Formerly known as Information Security Technical Report
Journal of Informetrics,journal-of-informetrics,17511577,4091,
Journal of Innovation & Knowledge,journal-of-innovation-and-knowledge,2444569X,16414,
Journal of Inorganic Biochemistry,journal-of-inorganic-biochemistry,1620134,7711,Formerly known as Bioinorganic Chemistry
Journal of Insect Physiology,journal-of-insect-physiology,221910,231,
Journal of Integrative Agriculture,journal-of-integrative-agriculture,20953119,8568,Formerly known as Agricultural Sciences in China
Journal of Integrative Medicine,journal-of-integrative-medicine,20954964,17068,
Journal of Interactive Marketing,journal-of-interactive-marketing,10949968,7816,Formerly known as Journal of Direct Marketing
"Journal of International Accounting, Auditing and Taxation",journal-of-international-accounting-auditing-and-taxation,10619518,7424,
Journal of International Economics,journal-of-international-economics,221996,5395,
"Journal of International Financial Markets, Institutions and Money",journal-of-international-financial-markets-institutions-and-money,10424431,5442,
Journal of International Management,journal-of-international-management,10754253,7684,
Journal of International Money and Finance,journal-of-international-money-and-finance,2615606,3055,
Journal of Interprofessional Education & Practice,journal-of-interprofessional-education-and-practice,24054526,18798,
Journal of Interventional Medicine,journal-of-interventional-medicine,20963602,30013,
Journal of Invertebrate Pathology,journal-of-invertebrate-pathology,222011,12071,
Journal of Investigative Dermatology,journal-of-investigative-dermatology,0022202X,7715,
Journal of Investigative Dermatology Symposium Proceedings,journal-of-investigative-dermatology-symposium-proceedings,10870024,18853,
Journal of the Japanese and International Economies,journal-of-the-japanese-and-international-economies,8891583,12072,
Journal of King Saud University - Computer and Information Sciences,journal-of-king-saud-university-computer-and-information-sciences,13191578,8746,
Journal of King Saud University - Engineering Sciences,journal-of-king-saud-university-engineering-sciences,10183639,8752,
Journal of King Saud University - Science,journal-of-king-saud-university-science,10183647,8679,
Journal of the Korean Statistical Society,journal-of-the-korean-statistical-society,12263192,8629,
Journal of Logical and Algebraic Methods in Programming,journal-of-logical-and-algebraic-methods-in-programming,23522208,7717,Formerly known as The Journal of Logic and Algebraic Programming
Journal of Loss Prevention in the Process Industries,journal-of-loss-prevention-in-the-process-industries,9504230,3056,
Journal of Luminescence,journal-of-luminescence,222313,5202,
Journal of Macroeconomics,journal-of-macroeconomics,1640704,5470,
Journal of Magnesium and Alloys,journal-of-magnesium-and-alloys,22139567,17010,
Journal of Magnetic Resonance,journal-of-magnetic-resonance,10907807,12076,"Incorporating Journal of Magnetic Resonance, Series A and Journal of Magnetic Resonance, Series B"
Journal of Magnetism and Magnetic Materials,journal-of-magnetism-and-magnetic-materials,3048853,5203,
Journal of Management Science and Engineering,journal-of-management-science-and-engineering,20962320,18438,
Journal of Manipulative and Physiological Therapeutics,journal-of-manipulative-and-physiological-therapeutics,1614754,13026,
Journal of Manufacturing Processes,journal-of-manufacturing-processes,15266125,1056,
Journal of Manufacturing Systems,journal-of-manufacturing-systems,2786125,2092,
Journal of Marine Systems,journal-of-marine-systems,9247963,5345,
Journal of Materials Processing Technology,journal-of-materials-processing-technology,9240136,6017,Formerly known as Journal of Mechanical Working Technology
Journal of Materials Research and Technology,journal-of-materials-research-and-technology,22387854,15985,
Journal of Materials Science & Technology,journal-of-materials-science-and-technology,10050302,12886,
Journal of Materiomics,journal-of-materiomics,23528478,18181,
Journal of Mathematical Analysis and Applications,journal-of-mathematical-analysis-and-applications,0022247X,12073,
The Journal of Mathematical Behavior,the-journal-of-mathematical-behavior,7323123,7457,
Journal of Mathematical Economics,journal-of-mathematical-economics,3044068,6018,
Journal of Mathematical Psychology,journal-of-mathematical-psychology,222496,12075,
Journal de Mathématiques Pures et Appliquées,journal-de-mathematiques-pures-et-appliquees,217824,9041,
Journal of the Mechanical Behavior of Biomedical Materials,journal-of-the-mechanical-behavior-of-biomedical-materials,17516161,3080,
Journal of the Mechanics and Physics of Solids,journal-of-the-mechanics-and-physics-of-solids,225096,220,
Journal of Medical Imaging and Radiation Sciences,journal-of-medical-imaging-and-radiation-sciences,19398654,13431,Formerly known as Canadian Journal of Medical Radiation Technology
Journal of Membrane Science,journal-of-membrane-science,3767388,5163,
Journal of Memory and Language,journal-of-memory-and-language,0749596X,12074,Formerly known as Journal of Verbal Learning and Verbal Behavior
Journal of Microbiological Methods,journal-of-microbiological-methods,1677012,5058,
"Journal of Microbiology, Immunology and Infection",journal-of-microbiology-immunology-and-infection,16841182,8709,
Journal of Minimally Invasive Gynecology,journal-of-minimally-invasive-gynecology,15534650,13372,Formerly known as The Journal of the American Association of Gynecologic Laparoscopists
Journal of Molecular Biology,journal-of-molecular-biology,222836,12615,
Journal of Molecular and Cellular Cardiology,journal-of-molecular-and-cellular-cardiology,222828,12614,
The Journal of Molecular Diagnostics,the-journal-of-molecular-diagnostics,15251578,14040,
Journal of Molecular Graphics and Modelling,journal-of-molecular-graphics-and-modelling,10933263,7721,Formerly known as Journal of Molecular Graphics
Journal of Molecular Liquids,journal-of-molecular-liquids,1677322,5169,Formerly known as Advances in Molecular Relaxation and Interaction Processes
Journal of Molecular Spectroscopy,journal-of-molecular-spectroscopy,222852,12077,
Journal of Molecular Structure,journal-of-molecular-structure,222860,5170,
Journal of Monetary Economics,journal-of-monetary-economics,3043932,5398,Incorporating Carnegie-Rochester Conference Series on Public Policy
Journal of Multinational Financial Management,journal-of-multinational-financial-management,1042444X,5443,
Journal of Multivariate Analysis,journal-of-multivariate-analysis,0047259X,12078,
Journal de Mycologie Médicale,journal-de-mycologie-medicale,11565233,9351,
Journal of the National Medical Association,journal-of-the-national-medical-association,279684,18876,
Journal of Natural Gas Geoscience,journal-of-natural-gas-geoscience,2468256X,18351,
Journal of Natural Gas Science and Engineering,journal-of-natural-gas-science-and-engineering,18755100,8655,
Journal for Nature Conservation,journal-for-nature-conservation,16171381,10009,
Journal of Neonatal Nursing,journal-of-neonatal-nursing,13551841,12606,
Journal of Network and Computer Applications,journal-of-network-and-computer-applications,10848045,12653,Formerly known as Journal of Microcomputer Applications
Journal of Neuroimmunology,journal-of-neuroimmunology,1655728,5060,Incorporating Advances in Neuroimmunology
Journal of Neurolinguistics,journal-of-neurolinguistics,9116044,866,
Journal of the Neurological Sciences,journal-of-the-neurological-sciences,0022510X,5063,
Journal of Neuroradiology,journal-of-neuroradiology,1509861,15564,
Journal of Neuroscience Methods,journal-of-neuroscience-methods,1650270,5061,
Journal of Non-Crystalline Solids,journal-of-non-crystalline-solids,223093,5204,
Journal of Non-Crystalline Solids: X,journal-of-non-crystalline-solids-x,25901591,18458,
Journal of Non-Newtonian Fluid Mechanics,journal-of-non-newtonian-fluid-mechanics,3770257,5172,
Journal of Nuclear Materials,journal-of-nuclear-materials,223115,5205,
Journal of Number Theory,journal-of-number-theory,0022314X,12079,
The Journal for Nurse Practitioners,the-journal-for-nurse-practitioners,15554155,14023,
Journal of Nursing Regulation,journal-of-nursing-regulation,21558256,18841,
Journal of Nutrition Education and Behavior,journal-of-nutrition-education-and-behavior,14994046,13410,Formerly known as Journal of Nutrition Behavior
Journal of Nutrition & Intermediary Metabolism,journal-of-nutrition-and-intermediary-metabolism,23523859,14201,
The Journal of Nutritional Biochemistry,the-journal-of-nutritional-biochemistry,9552863,7714,
Journal of Obsessive-Compulsive and Related Disorders,journal-of-obsessive-compulsive-and-related-disorders,22113649,14065,
"Journal of Obstetric, Gynecologic & Neonatal Nursing",journal-of-obstetric-gynecologic-and-neonatal-nursing,8842175,18868,Formerly known as JOGN Nursing
Journal of Obstetrics and Gynaecology Canada,journal-of-obstetrics-and-gynaecology-canada,17012163,18862,Formerly Known as Journal SOGC
Journal of Ocean Engineering and Science,journal-of-ocean-engineering-and-science,24680133,18270,
Journal of Oncological Sciences,journal-of-oncological-sciences,24523364,18220,
Journal of Optometry,journal-of-optometry,18884296,15780,
Journal of Oral Biology and Craniofacial Research,journal-of-oral-biology-and-craniofacial-research,22124268,10092,
Journal of Oral Biosciences,journal-of-oral-biosciences,13490079,10102,
Journal of Oral and Maxillofacial Surgery,journal-of-oral-and-maxillofacial-surgery,2782391,13068,
"Journal of Oral and Maxillofacial Surgery, Medicine, and Pathology",journal-of-oral-and-maxillofacial-surgery-medicine-and-pathology,22125558,12889,Formerly known as Asian Journal of Oral and Maxillofacial Surgery
Journal of Organometallic Chemistry,journal-of-organometallic-chemistry,0022328X,6019,
Journal of Orthopaedic Science,journal-of-orthopaedic-science,9492658,18211,
Journal of Orthopaedic Translation,journal-of-orthopaedic-translation,2214031X,17009,
Journal of Orthopaedics,journal-of-orthopaedics,0972978X,8825,
Journal of Otology,journal-of-otology,16722930,18135,
Journal of Outdoor Recreation and Tourism,journal-of-outdoor-recreation-and-tourism,22130780,18009,
The Journal of Pain,the-journal-of-pain,15265900,13134,Formerly known as Pain Forum
Journal of Pain and Symptom Management,journal-of-pain-and-symptom-management,8853924,7725,
Journal of Parallel and Distributed Computing,journal-of-parallel-and-distributed-computing,7437315,12080,
Journal of Pediatric and Adolescent Gynecology,journal-of-pediatric-and-adolescent-gynecology,10833188,7752,Formerly known as Adolescent and Pediatric Gynecology
Journal of Pediatric Health Care,journal-of-pediatric-health-care,8915245,13176,
Journal of Pediatric Nursing,journal-of-pediatric-nursing,8825963,13162,
Journal of Pediatric Surgery,journal-of-pediatric-surgery,223468,13069,
Journal of Pediatric Surgery Case Reports,journal-of-pediatric-surgery-case-reports,22135766,14136,
Journal of Pediatric Urology,journal-of-pediatric-urology,14775131,4070,
The Journal of Pediatrics,the-journal-of-pediatrics,223476,13249,
The Journal of Pediatrics: X,the-journal-of-pediatrics-x,25900420,18942,
Journal de Pédiatrie et de Puériculture,journal-de-pediatrie-et-de-puericulture,9877983,9040,
Journal of PeriAnesthesia Nursing,journal-of-perianesthesia-nursing,10899472,13187,
Journal of Petroleum Science and Engineering,journal-of-petroleum-science-and-engineering,9204105,5346,
Journal of Pharmaceutical Analysis,journal-of-pharmaceutical-analysis,20951779,8782,
Journal of Pharmaceutical and Biomedical Analysis,journal-of-pharmaceutical-and-biomedical-analysis,7317085,5173,
Journal of Pharmaceutical Sciences,journal-of-pharmaceutical-sciences,223549,18866,Formerly known as Journal of the American Pharmaceutical Association (Scientific ed.)
Journal of Pharmacological Sciences,journal-of-pharmacological-sciences,13478613,18119,Formerly known as Japanese Journal of Pharmacology
Journal of Pharmacological and Toxicological Methods,journal-of-pharmacological-and-toxicological-methods,10568719,7726,Formerly known as Journal of Pharmacological Methods
Journal of Phonetics,journal-of-phonetics,954470,12626,
Journal of Photochemistry and Photobiology A: Chemistry,journal-of-photochemistry-and-photobiology-a-chemistry,10106030,6020,Formerly part of Journal of Photochemistry
Journal of Photochemistry and Photobiology B: Biology,journal-of-photochemistry-and-photobiology-b-biology,10111344,6021,Formerly part of Journal of Photochemistry
Journal of Photochemistry and Photobiology C: Photochemistry Reviews,journal-of-photochemistry-and-photobiology-c-photochemistry-reviews,13895567,6054,
Journal of Physics and Chemistry of Solids,journal-of-physics-and-chemistry-of-solids,223697,229,
Journal of Physiotherapy,journal-of-physiotherapy,18369553,8739,Formerly known as Australian Journal of Physiotherapy
Journal of Plant Physiology,journal-of-plant-physiology,1761617,10010,Formerly known as Zeitschrift für Pflanzenphysiologie; Incorporating Biochemie und Physiologie der Pflanzen
"Journal of Plastic, Reconstructive & Aesthetic Surgery",journal-of-plastic-reconstructive-and-aesthetic-surgery,17486815,12727,Formerly known as British Journal of Plastic Surgery
Journal of Policy Modeling,journal-of-policy-modeling,1618938,7729,
Journal of Power Sources,journal-of-power-sources,3787753,6022,
Journal of Pragmatics,journal-of-pragmatics,3782166,5291,
Journal of Process Control,journal-of-process-control,9591524,3057,
Journal of Professional Nursing,journal-of-professional-nursing,87557223,13189,
The Journal of Prosthetic Dentistry,journal-of-prosthetic-dentistry,223913,13029,
Journal of Prosthodontic Research,journal-of-prosthodontic-research,18831958,5616,
Journal of Proteomics,journal-of-proteomics,18743919,5052,Formerly known as Journal of Biochemical and Biophysical Methods
Journal of Psychiatric Research,journal-of-psychiatric-research,223956,241,
Journal of Psychosomatic Research,journal-of-psychosomatic-research,223999,7550,
Journal of Public Economics,journal-of-public-economics,472727,6023,
Journal of Purchasing and Supply Management,journal-of-purchasing-and-supply-management,14784092,3028,Formerly known as European Journal of Purchasing & Supply Management
Journal of Pure and Applied Algebra,journal-of-pure-and-applied-algebra,224049,5292,
Journal of Quantitative Spectroscopy and Radiative Transfer,journal-of-quantitative-spectroscopy-and-radiative-transfer,224073,272,
Journal of Radiology Nursing,journal-of-radiology-nursing,15460843,13356,
Journal of Rail Transport Planning & Management,journal-of-rail-transport-planning-and-management,22109706,12939,
Journal of Rare Earths,journal-of-rare-earths,10020721,8561,
Journal of Renal Nutrition,journal-of-renal-nutrition,10512276,13264,
Journal of Reproductive Immunology,journal-of-reproductive-immunology,1650378,8034,
Journal of Research in Personality,journal-of-research-in-personality,926566,12081,
Journal of Retailing,journal-of-retailing,224359,7427,
Journal of Retailing and Consumer Services,journal-of-retailing-and-consumer-services,9696989,3058,
Journal of Rock Mechanics and Geotechnical Engineering,journal-of-rock-mechanics-and-geotechnical-engineering,16747755,10180,
Journal of Rural Studies,journal-of-rural-studies,7430167,348,
Journal of Safety Research,journal-of-safety-research,224375,679,
Journal of Saudi Chemical Society,journal-of-saudi-chemical-society,13196103,8693,
Journal of the Saudi Heart Association,journal-of-the-saudi-heart-association,10167315,8681,
Journal of the Saudi Society of Agricultural Sciences,journal-of-the-saudi-society-of-agricultural-sciences,1658077X,8744,
Journal of School Psychology,journal-of-school-psychology,224405,699,
Journal of Science: Advanced Materials and Devices,journal-of-science-advanced-materials-and-devices,24682179,18339,
Journal of Science and Medicine in Sport,journal-of-science-and-medicine-in-sport,14402440,4244,
Journal of Sea Research,journal-of-sea-research,13851101,5453,Formerly known as Netherlands Journal of Sea Research
Journal of Second Language Writing,journal-of-second-language-writing,10603743,7458,
The Journal of Sexual Medicine,the-journal-of-sexual-medicine,17436095,18846,
Journal of Shoulder and Elbow Surgery,journal-of-shoulder-and-elbow-surgery,10582746,13085,
The Journal of Social Studies Research,the-journal-of-social-studies-research,0885985X,14139,
Journal of Solid State Chemistry,journal-of-solid-state-chemistry,224596,12084,
Journal of Sound and Vibration,journal-of-sound-and-vibration,0022460X,12616,
Journal of South American Earth Sciences,journal-of-south-american-earth-sciences,8959811,839,
Journal of Space Safety Engineering,journal-of-space-safety-engineering,24688967,18383,
Journal of Sport and Health Science,journal-of-sport-and-health-science,20952546,8822,
Journal of Statistical Planning and Inference,journal-of-statistical-planning-and-inference,3783758,5401,
The Journal of Steroid Biochemistry and Molecular Biology,the-journal-of-steroid-biochemistry-and-molecular-biology,9600760,333,Formerly known as Journal of Steroid Biochemistry
"Journal of Stomatology, Oral and Maxillofacial Surgery",journal-of-stomatology-oral-and-maxillofacial-surgery,24687855,15760,"Formerly known as Revue de Stomatologie, de Chirurgie Maxillo-faciale et de Chirurgie Orale"
Journal of Stored Products Research,journal-of-stored-products-research,0022474X,306,
The Journal of Strategic Information Systems,the-journal-of-strategic-information-systems,9638687,5402,
Journal of Stroke and Cerebrovascular Diseases,journal-of-stroke-and-cerebrovascular-diseases,10523057,13324,
Journal of Structural Biology,journal-of-structural-biology,10478477,12082,Formerly known as Journal of Ultrastructure and Molecular Structure Research
